"archive_path","uncompressed_bytes","compressed_bytes","extension","crc32","review_required","review_reasons"
"PDARTS/class_counts.csv","556","211",".csv","","True","review_extension:.csv"
"PDARTS/Github/master/__pycache__/genotypes.cpython-39.pyc","1451","677",".pyc","","True","review_extension:.pyc;generated_python_cache"
"PDARTS/Github/master/__pycache__/model.cpython-39.pyc","6195","2881",".pyc","","True","review_extension:.pyc;generated_python_cache"
"PDARTS/Github/master/__pycache__/model_search.cpython-39.pyc","5762","3011",".pyc","","True","review_extension:.pyc;generated_python_cache"
"PDARTS/Github/master/__pycache__/operations.cpython-39.pyc","5376","2043",".pyc","","True","review_extension:.pyc;generated_python_cache"
"PDARTS/Github/master/__pycache__/skin_csv_dataset.cpython-39.pyc","4148","2315",".pyc","","True","review_extension:.pyc;generated_python_cache"
"PDARTS/Github/master/__pycache__/skin_transforms.cpython-39.pyc","2872","1718",".pyc","","True","review_extension:.pyc;generated_python_cache"
"PDARTS/Github/master/__pycache__/utils.cpython-39.pyc","4620","2430",".pyc","","True","review_extension:.pyc;generated_python_cache"
"PDARTS/Github/master/01_skin_csv_dataset.py","4921","1965",".py","","False",""
"PDARTS/Github/master/02_skin_transforms.py","2565","1079",".py","","False",""
"PDARTS/Github/master/03_run_search_skin.py","36180","9081",".py","","False",""
"PDARTS/Github/master/03_run_search_skinTask2 - Copy.py","37104","9466",".py","","False",""
"PDARTS/Github/master/03_run_search_skinTask2.py","37102","9456",".py","","False",""
"PDARTS/Github/master/04_multieval_genotype_skin.py","40126","10681",".py","","False",""
"PDARTS/Github/master/04_multieval_genotype_skin_g0allm.py","38729","10333",".py","","False",""
"PDARTS/Github/master/04_multieval_genotype_skinaallinone.py","40303","10824",".py","","False",""
"PDARTS/Github/master/04_OnenSevenmTwodataset.py","43442","11391",".py","","False",""
"PDARTS/Github/master/Architecture.png","327585","290961",".png","","False",""
"PDARTS/Github/master/Derma_split.py","11398","3895",".py","","False",""
"PDARTS/Github/master/genotypes.py","2818","499",".py","","False",""
"PDARTS/Github/master/model.py","7284","1509",".py","","False",""
"PDARTS/Github/master/model_search.py","6003","1571",".py","","False",""
"PDARTS/Github/master/operations.py","4144","908",".py","","False",""
"PDARTS/Github/master/skin_csv_dataset.py","3499","1430",".py","","False",""
"PDARTS/Github/master/skin_transforms.py","2625","1087",".py","","False",""
"PDARTS/Github/master/splits.py","6437","2347",".py","","False",""
"PDARTS/Github/master/test.py","3279","1286",".py","","False",""
"PDARTS/Github/master/test_imagenet.py","3334","1364",".py","","False",""
"PDARTS/Github/master/train_cifar.py","7688","2247",".py","","False",""
"PDARTS/Github/master/train_imagenet.py","10818","3141",".py","","False",""
"PDARTS/Github/master/train_search.py","19015","4672",".py","","False",""
"PDARTS/Github/master/utils.py","3657","1282",".py","","False",""
"PDARTS/Github/master/visualize.py","1419","647",".py","","False",""
"PDARTS/Github/pdarts-master - Copy.zip","21514","19900",".zip","","True","review_extension:.zip"
"PDARTS/Github/pdarts-master.zip","27585","25540",".zip","","True","review_extension:.zip"
"PDARTS/ISIC_2019_Training_GroundTruth.csv","1291479","84394",".csv","","True","review_extension:.csv"
"PDARTS/ISIC_2019_Training_Metadata.csv","1214351","179594",".csv","","True","review_extension:.csv"
"PDARTS/label_map.csv","213","143",".csv","","True","review_extension:.csv"
"PDARTS/metadata.csv","316209","56705",".csv","","True","review_extension:.csv"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/_EVAL_LEDGER.csv","1434","695",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/_EVAL_LEDGER.csv","21963","2134",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/8.csv","1429","692",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/best_full.pt","11268858","10363273",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/best_weights.pt","5725056","5204608",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/calibration_ece.csv","1040","398",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/confusion_matrix.csv","195","105",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/eval.log","267429","46386",".log","","True","review_extension:.log;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/last_full.pt","11268858","10367432",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/last_weights.pt","5725056","5206169",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/per_class_metrics.csv","554","303",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/pr_curve_macro_micro.csv","985021","218867",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/roc_curve_macro_micro.csv","113252","12755",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/run_args.json","1690","642",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/test_metrics.json","4069","1175",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/test_metrics_summary.csv","386","228",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/test_predictions.csv","294126","120884",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/train_history.csv","35841","15391",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/246/EVAL_target__TARGET__gidf143ef5653__m8__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-090159/val_predictions.csv","172468","71560",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/best_full.pt","16323491","14990839",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/best_weights.pt","8299820","7526965",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/calibration_ece.csv","1044","398",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/confusion_matrix.csv","194","107",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/eval.log","268569","45929",".log","","True","review_extension:.log;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/last_full.pt","16323491","14987202",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/last_weights.pt","8299820","7526909",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/per_class_metrics.csv","554","306",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/pr_curve_macro_micro.csv","923346","214837",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/roc_curve_macro_micro.csv","116701","13128",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/run_args.json","1691","644",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/test_metrics.json","4074","1185",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/test_metrics_summary.csv","389","230",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/test_predictions.csv","295711","121776",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/train_history.csv","35862","15405",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/0final/imagesize224task2/D/genotype2/EVAL_target__TARGET__gidf143ef5653__m12__seed2__img224__bs8__lr0.025__wd0.0003__ep300__20251226-151313/val_predictions.csv","173433","72052",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/64/_EVAL_LEDGER.csv","17420","1141",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m10__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113642/best_full.pt","12220154","11102362",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m10__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113642/best_weights.pt","6197834","5575994",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m10__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113642/eval.log","1610","562",".log","","True","review_extension:.log;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m10__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113642/run_args.json","1640","628",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m10__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113642/train_history.csv","158","115",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m12__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113803/best_full.pt","13272365","12037074",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m12__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113803/best_weights.pt","6740386","6043183",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m12__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113803/eval.log","1609","559",".log","","True","review_extension:.log;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m12__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113803/run_args.json","1640","629",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m12__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113803/train_history.csv","159","116",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m14__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113929/best_full.pt","16971393","15417061",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m14__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113929/best_weights.pt","8610874","7736601",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m14__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113929/eval.log","1610","563",".log","","True","review_extension:.log;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m14__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113929/run_args.json","1640","629",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m14__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113929/train_history.csv","161","117",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m2__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113213/best_full.pt","1368058","1243244",".pt","","True","review_extension:.pt;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m2__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113213/best_weights.pt","694656","624136",".pt","","True","review_extension:.pt;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m2__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113213/eval.log","1608","557",".log","","True","review_extension:.log;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m2__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113213/run_args.json","1639","629",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m2__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113213/train_history.csv","161","116",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m4__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113308/best_full.pt","4227706","3847365",".pt","","True","review_extension:.pt;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m4__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113308/best_weights.pt","2144194","1930708",".pt","","True","review_extension:.pt;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m4__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113308/eval.log","1608","558",".log","","True","review_extension:.log;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m4__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113308/run_args.json","1639","628",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m4__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113308/train_history.csv","161","114",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m6__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113414/best_full.pt","5372474","4860797",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m6__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113414/best_weights.pt","2733210","2441702",".pt","","True","review_extension:.pt;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m6__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113414/eval.log","1608","556",".log","","True","review_extension:.log;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m6__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113414/run_args.json","1639","628",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m6__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113414/train_history.csv","161","113",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m8__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113525/best_full.pt","9070650","8238747",".pt","","True","review_extension:.pt;large_file;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m8__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113525/best_weights.pt","4603378","4136781",".pt","","True","review_extension:.pt;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m8__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113525/eval.log","1608","557",".log","","True","review_extension:.log;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m8__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113525/run_args.json","1639","628",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/eval_runs/64/EVAL_target__TARGET__gid15c3110bc2__m8__seed0__img32__bs64__lr0.025__wd0.0003__ep300__20251221-113525/train_history.csv","160","116",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/_BATCH_LEDGER.csv","2644","568",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/_SEARCH_LEDGER.csv","3085","709",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_final_normal.npy","576","262",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_final_reduce.npy","576","251",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage1_normal_global.npy","576","463",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage1_normal_local.npy","576","463",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage1_reduce_global.npy","576","524",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage1_reduce_local.npy","576","524",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage2_normal_global.npy","576","386",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage2_normal_local.npy","408","358",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage2_reduce_global.npy","576","384",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage2_reduce_local.npy","408","359",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage3_normal_global.npy","576","280",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage3_normal_local.npy","296","248",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage3_reduce_global.npy","576","280",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/arch_probs_stage3_reduce_local.npy","296","249",".npy","","True","review_extension:.npy;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/final_ops_normal.csv","212","109",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/final_ops_reduce.csv","212","104",".csv","","True","review_extension:.csv;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/final_switches_normal.json","240","62",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/final_switches_reduce.json","240","57",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/genotype.json","1072","179",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/genotype.txt","417","152",".txt","","True","generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/run_args.json","1211","517",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/search.log","37964","7366",".log","","True","review_extension:.log;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/stage1_switches_normal.json","822","116",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/stage1_switches_reduce.json","822","108",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/stage1_weights.pt","3025416","2469791",".pt","","True","review_extension:.pt;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/stage2_switches_normal.json","570","103",".json","","True","review_extension:.json;generated_or_historical_output"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201516/stage2_switches_reduce.json","570","87",".json","","True","review_extension:.json;generated_or_historical_output"
